label,class_name,total_groups,train_groups,val_groups,train_samples,val_samples,validation_status,segment,correct,recall,actual_training_exposures_to_selected_epoch
45,0045,248,223,25,223,25,covered_noisy_labels,head,16,0.6399999856948853,1784
46,0046,13,12,1,12,1,covered_noisy_labels,tail,0,0.0,96
47,0047,200,180,20,180,20,covered_noisy_labels,head,15,0.75,1440
48,0048,219,197,22,197,22,covered_noisy_labels,head,12,0.5454545617103577,1576
49,0049,222,200,22,200,22,covered_noisy_labels,head,17,0.7727272510528564,1600
50,0050,163,147,16,147,16,covered_noisy_labels,head,16,1.0,1176
51,0051,196,176,20,176,20,covered_noisy_labels,head,10,0.5,1408
52,0052,227,204,23,206,23,covered_noisy_labels,head,19,0.8260869383811951,1648
53,0053,211,190,21,192,21,covered_noisy_labels,head,9,0.4285714328289032,1536
54,0054,215,193,22,193,22,covered_noisy_labels,head,19,0.8636363744735718,1544
55,0055,160,144,16,144,16,covered_noisy_labels,head,15,0.9375,1152
56,0056,191,172,19,173,19,covered_noisy_labels,head,16,0.8421052694320679,1384
57,0057,236,212,24,212,24,covered_noisy_labels,head,18,0.75,1696
58,0058,121,109,12,110,12,covered_noisy_labels,head,3,0.25,880
59,0059,244,220,24,220,24,covered_noisy_labels,head,16,0.6666666865348816,1760
60,0060,185,167,18,167,18,covered_noisy_labels,head,14,0.7777777910232544,1336
61,0061,225,203,22,203,22,covered_noisy_labels,head,15,0.6818181872367859,1624
62,0062,163,147,16,147,16,covered_noisy_labels,head,13,0.8125,1176
63,0063,230,207,23,207,23,covered_noisy_labels,head,15,0.6521739363670349,1656
64,0064,187,168,19,168,19,covered_noisy_labels,head,13,0.6842105388641357,1344
65,0065,217,195,22,196,22,covered_noisy_labels,head,18,0.8181818127632141,1568
66,0066,194,175,19,175,19,covered_noisy_labels,head,18,0.9473684430122375,1400
67,0067,223,201,22,201,22,covered_noisy_labels,head,19,0.8636363744735718,1608
68,0068,246,221,25,221,25,covered_noisy_labels,head,16,0.6399999856948853,1768
69,0069,221,199,22,199,22,covered_noisy_labels,head,5,0.22727273404598236,1592
70,0070,183,165,18,165,18,covered_noisy_labels,head,15,0.8333333134651184,1320
71,0071,243,219,24,220,24,covered_noisy_labels,head,21,0.875,1760
72,0072,167,150,17,151,17,covered_noisy_labels,head,15,0.8823529481887817,1208
73,0073,241,217,24,217,24,covered_noisy_labels,head,18,0.75,1736
74,0074,229,206,23,206,23,covered_noisy_labels,head,11,0.47826087474823,1648
75,0075,171,154,17,154,17,covered_noisy_labels,head,10,0.5882353186607361,1232
76,0076,217,195,22,195,22,covered_noisy_labels,head,18,0.8181818127632141,1560
77,0077,226,203,23,203,23,covered_noisy_labels,head,22,0.95652174949646,1624
78,0078,247,222,25,222,25,covered_noisy_labels,head,12,0.47999998927116394,1776
79,0079,215,193,22,193,22,covered_noisy_labels,head,21,0.9545454382896423,1544
80,0080,248,223,25,223,25,covered_noisy_labels,head,11,0.4399999976158142,1784
81,0081,159,143,16,143,16,covered_noisy_labels,head,9,0.5625,1144
82,0082,194,175,19,175,19,covered_noisy_labels,head,10,0.5263158082962036,1400
83,0083,194,175,19,175,19,covered_noisy_labels,head,3,0.15789473056793213,1400
84,0084,197,177,20,177,20,covered_noisy_labels,head,13,0.6499999761581421,1416
85,0085,220,198,22,198,22,covered_noisy_labels,head,20,0.9090909361839294,1584
86,0086,181,163,18,164,18,covered_noisy_labels,head,4,0.2222222238779068,1312
87,0087,195,175,20,175,20,covered_noisy_labels,head,20,1.0,1400
88,0088,219,197,22,199,22,covered_noisy_labels,head,15,0.6818181872367859,1592
89,0089,165,149,16,150,16,covered_noisy_labels,head,13,0.8125,1200
90,0090,184,166,18,166,18,covered_noisy_labels,head,17,0.9444444179534912,1328
